frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.98,1,0.44,0.00,0.57,0.00,0.00,0.00,0.00,0.35,0.03,0.71,0.17,1.18,0.04,0.00,1.54,2.21,0.33,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
2,0,0.200,0.98,1,0.36,0.00,0.46,0.00,0.00,0.00,0.00,0.30,0.17,0.37,0.06,1.13,0.05,0.00,1.10,1.67,0.13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
3,0,0.400,0.98,1,0.28,0.00,0.30,0.00,0.00,0.00,0.00,0.29,0.25,0.30,0.00,1.03,0.03,0.00,0.94,1.50,0.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
4,0,0.600,0.98,1,0.19,0.00,0.19,0.00,0.00,0.00,0.00,0.36,0.32,0.31,0.00,1.09,0.10,0.00,1.06,1.72,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
5,0,0.800,0.98,1,0.12,0.00,0.13,0.00,0.00,0.00,0.00,0.41,0.30,0.28,0.03,1.15,0.08,0.08,1.09,1.89,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
6,0,1.000,0.98,1,0.17,0.11,0.37,0.00,0.00,0.00,0.00,0.45,0.30,0.25,0.09,1.28,0.08,0.08,1.05,1.88,0.20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
7,0,1.200,0.98,1,0.25,0.11,0.55,0.00,0.00,0.00,0.00,0.48,0.25,0.24,0.13,1.32,0.02,0.08,0.94,1.88,0.29,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
8,0,1.400,0.98,1,0.20,0.11,0.74,0.00,0.00,0.00,0.00,0.40,0.25,0.37,0.26,1.25,0.11,0.00,0.92,1.72,0.29,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
9,0,1.600,0.98,1,0.17,0.00,0.55,0.00,0.00,0.00,0.00,0.30,0.27,0.32,0.19,1.22,0.26,0.02,0.93,1.64,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
10,0,1.800,0.98,1,0.09,0.00,0.36,0.00,0.00,0.00,0.00,0.21,0.30,0.34,0.16,1.10,0.32,0.04,0.85,1.49,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
11,0,2.000,0.98,1,0.09,0.00,0.30,0.00,0.00,0.00,0.00,0.28,0.34,0.32,0.10,1.10,0.34,0.04,0.82,1.39,0.12,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
12,0,2.200,0.98,1,0.04,0.00,0.35,0.00,0.00,0.00,0.00,0.41,0.32,0.33,0.15,1.23,0.18,0.02,0.68,1.37,0.16,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
13,0,2.400,0.98,1,0.14,0.02,0.39,0.00,0.00,0.00,0.00,0.48,0.33,0.31,0.15,1.44,0.12,0.00,0.71,1.12,0.16,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,2.600,0.98,1,0.14,0.02,0.36,0.00,0.02,0.00,0.00,0.52,0.31,0.42,0.04,1.55,0.00,0.00,0.52,1.03,0.04,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,0,2.800,0.98,1,0.12,0.02,0.28,0.00,0.04,0.00,0.00,0.58,0.38,0.56,0.00,1.64,0.00,0.01,0.49,0.98,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0,3.000,0.98,1,0.05,0.00,0.45,0.00,0.04,0.00,0.00,0.67,0.47,0.70,0.01,1.75,0.00,0.01,0.33,1.15,0.69,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
17,0,3.200,0.98,1,0.08,0.00,0.54,0.00,0.02,0.00,0.00,0.73,0.54,0.74,0.11,1.78,0.00,0.01,0.37,1.21,0.97,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0,3.400,0.98,1,0.09,0.00,0.71,0.00,0.00,0.00,0.00,0.73,0.57,0.70,0.15,1.74,0.00,0.00,0.39,1.15,1.18,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0,3.600,0.98,1,0.11,0.00,0.66,0.00,0.00,0.00,0.00,0.75,0.54,0.59,0.28,1.78,0.00,0.00,0.45,1.00,0.54,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0,3.800,0.98,1,0.14,0.00,0.62,0.00,0.00,0.00,0.00,0.70,0.46,0.47,0.26,1.84,0.00,0.00,0.57,0.91,0.37,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0,4.000,0.98,1,0.13,0.00,0.63,0.00,0.00,0.00,0.00,0.72,0.44,0.40,0.32,1.87,0.00,0.00,0.52,0.89,0.17,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
22,0,4.200,0.98,1,0.16,0.00,0.55,0.00,0.00,0.00,0.00,0.70,0.40,0.30,0.18,1.80,0.00,0.01,0.52,0.84,0.12,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
23,0,4.400,0.98,1,0.14,0.00,0.49,0.00,0.00,0.00,0.00,0.70,0.37,0.20,0.21,1.72,0.00,0.01,0.49,0.78,0.01,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
24,0,4.600,0.98,1,0.11,0.00,0.32,0.00,0.00,0.00,0.00,0.63,0.31,0.23,0.21,1.63,0.00,0.01,0.53,0.76,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25,0,4.800,0.98,1,0.05,0.00,0.25,0.00,0.00,0.00,0.00,0.58,0.35,0.39,0.24,1.62,0.00,0.01,0.39,0.83,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
26,0,5.000,0.98,1,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.65,0.39,0.46,0.15,1.53,0.00,0.01,0.34,0.86,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,5.200,0.98,1,0.04,0.00,0.35,0.00,0.00,0.00,0.00,0.70,0.40,0.54,0.05,1.59,0.00,0.01,0.45,0.89,0.78,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,5.400,0.98,1,0.04,0.00,0.47,0.00,0.00,0.00,0.00,0.81,0.36,0.59,0.15,1.60,0.00,0.00,0.58,0.97,0.96,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
29,0,5.600,0.98,1,0.04,0.00,0.67,0.00,0.00,0.00,0.00,0.77,0.39,0.65,0.13,1.70,0.00,0.00,0.65,1.14,1.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
30,0,5.800,0.98,1,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.83,0.37,0.58,0.14,1.53,0.06,0.00,0.49,1.03,0.31,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,0,6.000,0.98,1,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.76,0.28,0.35,0.01,1.32,0.06,0.00,0.41,0.81,0.13,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,6.200,0.98,1,0.07,0.00,0.49,0.00,0.00,0.00,0.00,0.70,0.20,0.27,0.01,1.15,0.06,0.00,0.33,0.72,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,6.400,0.98,1,0.13,0.00,0.42,0.00,0.00,0.00,0.00,0.58,0.19,0.16,0.04,1.19,0.00,0.00,0.34,0.87,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
34,0,6.600,0.98,1,0.13,0.00,0.44,0.00,0.00,0.00,0.00,0.55,0.31,0.29,0.16,1.28,0.00,0.01,0.47,1.31,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
35,0,6.800,0.98,1,0.07,0.00,0.47,0.00,0.00,0.00,0.00,0.57,0.28,0.19,0.19,1.22,0.10,0.01,0.55,1.37,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
36,0,7.000,0.98,1,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.55,0.25,0.13,0.29,1.10,0.10,0.02,0.66,1.42,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
37,0,7.200,0.98,1,0.05,0.00,0.30,0.00,0.00,0.00,0.00,0.61,0.14,0.03,0.18,0.96,0.10,0.00,0.77,1.20,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
38,0,7.400,0.98,1,0.05,0.00,0.23,0.00,0.00,0.00,0.00,0.69,0.17,0.17,0.25,1.00,0.12,0.00,0.82,1.19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
39,0,7.600,0.98,1,0.05,0.00,0.41,0.00,0.00,0.00,0.02,0.80,0.25,0.37,0.30,1.04,0.18,0.00,0.85,1.11,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
40,0,7.800,0.98,1,0.00,0.00,0.44,0.00,0.00,0.00,0.02,0.65,0.29,0.42,0.54,1.09,0.30,0.00,0.73,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
41,0,8.000,0.98,1,0.00,0.00,0.40,0.00,0.00,0.00,0.02,0.55,0.29,0.40,0.59,1.14,0.24,0.04,0.68,1.18,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
42,0,8.200,0.98,1,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.36,0.21,0.23,0.39,1.16,0.31,0.11,0.64,1.26,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43,0,8.400,0.98,1,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.36,0.16,0.24,0.14,1.07,0.28,0.11,0.57,1.18,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44,0,8.600,0.98,1,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.25,0.15,0.24,0.03,0.93,0.36,0.07,0.52,0.96,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
45,0,8.800,0.98,1,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.17,0.09,0.28,0.09,0.95,0.28,0.00,0.54,0.84,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
46,0,9.000,0.98,1,0.03,0.01,0.23,0.00,0.00,0.00,0.00,0.25,0.13,0.18,0.09,1.12,0.18,0.00,0.57,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
47,0,9.200,0.98,1,0.19,0.05,0.43,0.00,0.00,0.00,0.00,0.34,0.11,0.10,0.13,1.21,0.04,0.00,0.71,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
48,0,9.400,0.98,1,0.36,0.05,0.53,0.00,0.00,0.00,0.00,0.49,0.14,0.04,0.07,1.09,0.00,0.00,0.64,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
49,0,9.600,0.98,1,0.46,0.04,0.55,0.00,0.00,0.00,0.00,0.47,0.14,0.04,0.15,1.01,0.00,0.00,0.78,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
50,0,9.800,0.98,1,0.47,0.00,0.42,0.00,0.00,0.00,0.00,0.45,0.14,0.00,0.15,0.97,0.01,0.00,0.84,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
51,0,10.000,0.98,1,0.40,0.00,0.24,0.00,0.00,0.00,0.00,0.51,0.11,0.10,0.15,1.22,0.01,0.00,0.97,1.21,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
52,0,10.200,0.98,1,0.28,0.00,0.12,0.00,0.00,0.00,0.00,0.40,0.04,0.10,0.09,1.52,0.11,0.32,0.66,1.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
53,0,10.400,0.93,1,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.10,0.02,1.19,0.09,0.51,0.29,0.60,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
54,0,10.600,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.02,0.65,0.09,0.51,0.00,0.21,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
55,0,10.800,0.88,1,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.06,0.00,0.19,0.00,0.00,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
56,0,11.000,0.98,1,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.29,0.00,0.06,0.00,0.01,0.00,0.00,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
57,0,11.200,0.98,1,0.14,0.20,0.00,0.00,0.00,0.00,0.00,0.45,0.06,0.55,0.01,0.51,0.00,0.01,0.00,0.17,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
58,0,11.400,0.98,1,0.14,0.16,0.06,0.12,0.11,0.00,0.05,0.83,0.18,0.70,0.01,0.53,0.00,0.22,0.06,0.44,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
59,0,11.600,0.88,1,0.14,0.32,0.21,0.12,0.32,0.00,0.05,1.03,0.55,0.81,0.01,0.58,0.01,0.29,0.34,0.72,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
60,0,11.800,0.93,1,0.00,0.32,0.55,0.12,0.32,0.00,0.06,1.00,0.55,0.66,0.00,0.60,0.01,0.29,0.63,0.95,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
61,0,12.000,0.98,1,0.00,0.16,0.70,0.00,0.21,0.00,0.01,0.81,0.47,0.45,0.03,1.00,0.07,0.08,0.69,1.20,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
62,0,12.200,0.98,1,0.00,0.00,0.66,0.00,0.01,0.00,0.01,0.50,0.10,0.25,0.03,1.39,0.06,0.04,0.68,1.48,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
63,0,12.400,0.98,1,0.01,0.00,0.38,0.00,0.00,0.00,0.00,0.25,0.04,0.25,0.08,1.43,0.12,0.26,0.55,1.40,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
64,0,12.600,0.98,1,0.01,0.00,0.28,0.00,0.00,0.00,0.00,0.06,0.10,0.27,0.30,1.49,0.30,0.53,0.64,1.34,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
65,0,12.800,0.98,1,0.02,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.22,0.24,0.62,1.51,0.37,0.74,0.80,1.33,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
66,0,13.000,0.98,1,0.02,0.00,0.46,0.00,0.00,0.00,0.00,0.01,0.33,0.22,0.68,1.53,0.31,0.68,1.01,1.32,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
67,0,13.200,0.98,1,0.02,0.00,0.55,0.00,0.00,0.00,0.00,0.01,0.27,0.16,0.69,1.42,0.21,0.44,0.99,1.18,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
68,0,13.400,0.98,1,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.15,0.25,0.18,0.54,1.22,0.19,0.18,0.94,0.89,0.07,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
69,0,13.600,0.98,1,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.24,0.19,0.08,0.52,0.90,0.26,0.02,0.99,0.89,0.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
70,0,13.800,0.98,1,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.32,0.17,0.07,0.52,0.66,0.38,0.00,1.82,1.05,0.01,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
71,0,14.000,0.98,1,0.28,0.02,1.03,0.00,0.04,0.00,0.00,0.30,0.11,0.14,0.37,0.81,0.69,0.00,1.99,1.17,0.10,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
72,0,14.200,0.98,1,0.50,0.02,1.04,0.00,0.11,0.00,0.00,0.28,0.26,0.46,0.58,1.09,1.26,0.04,1.73,0.88,0.28,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
73,0,14.400,0.98,1,0.50,0.02,0.73,0.00,0.11,0.00,0.00,0.20,0.31,0.69,0.79,1.45,1.33,0.21,0.92,0.47,0.38,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
74,0,14.600,0.98,1,0.21,0.00,0.32,0.00,0.07,0.00,0.00,0.08,0.40,0.65,1.24,1.51,1.34,0.23,0.63,0.09,0.29,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
75,0,14.800,0.98,1,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.28,0.41,1.16,1.16,1.05,0.18,0.77,0.17,0.10,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
76,0,15.000,0.98,1,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.18,0.31,0.48,0.78,0.84,0.86,0.01,0.77,0.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
77,0,15.200,0.98,1,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.49,0.36,0.76,0.32,0.66,0.49,0.00,0.53,0.41,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78,0,15.400,0.98,1,0.12,0.11,0.01,0.00,0.00,0.00,0.00,0.60,0.35,0.94,0.11,0.96,0.14,0.00,0.28,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,0,15.600,0.98,1,0.16,0.11,0.00,0.00,0.00,0.00,0.00,0.65,0.25,0.84,0.13,1.16,0.00,0.00,0.11,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80,0,15.800,0.98,1,0.29,0.17,0.00,0.00,0.00,0.00,0.00,0.61,0.09,0.67,0.43,1.30,0.00,0.00,0.19,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,0,16.000,0.98,1,0.22,0.13,0.00,0.00,0.00,0.00,0.00,0.62,0.01,0.48,0.75,1.48,0.08,0.01,0.15,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,0,16.200,0.98,1,0.22,0.13,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.54,1.03,1.70,0.22,0.13,0.09,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83,0,16.400,0.98,1,0.10,0.07,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.33,1.25,1.81,0.39,0.30,0.11,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
84,0,16.600,0.98,1,0.14,0.12,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.29,1.37,1.99,0.52,0.47,0.16,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
85,0,16.800,0.98,1,0.10,0.12,0.00,0.00,0.00,0.00,0.00,0.69,0.02,0.18,1.50,2.21,0.50,0.43,0.16,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
86,0,17.000,0.98,1,0.14,0.12,0.00,0.00,0.00,0.00,0.00,0.90,0.02,0.79,1.20,2.25,0.33,0.26,0.09,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
87,0,17.200,0.98,1,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.02,1.30,0.73,1.60,0.37,0.08,0.38,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
88,0,17.400,0.98,1,0.14,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,1.59,0.31,1.28,0.58,0.07,0.38,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
89,0,17.600,0.98,1,0.10,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,1.35,0.25,1.17,0.80,0.15,0.34,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
